ttr
0.380245
0.047406
0.064430
0.051417
0.050262
0.058072
0.049924
0.052700
0.036610
0.046219
0.046173
0.040346
0.044423
0.058703
0.057991
0.037343
0.051077
0.052224
0.047329
0.055290
0.045400
0.044935
0.032636
0.049719
0.045066
0.063675
0.053444
0.052934
0.056068
0.056179
0.055880
0.036034
0.043277
0.059120
0.052676
0.053856
0.039634
0.050569
0.051935
0.049369
0.049864
0.064007
0.045585
0.056297
0.041884
0.038386
0.042980
0.045404
0.044910
0.064736
0.059160
0.042560
0.038410
0.040221
0.046599
0.038176
0.040959
0.035285
0.055483
0.065522
0.053474
0.036487
0.048439
0.036369
0.050627
0.045538
0.048659
0.061805
0.041762
0.059028
0.048618
0.047035
0.037660
0.047145
0.054188
0.041290
0.047603
0.055879
0.048657
0.035412
0.045576
0.043648
0.047625
0.066148
0.046121
0.049412
0.052572
0.054307
0.044117
0.047337
0.040831
0.054869
0.039896
0.044245
0.050204
0.050619
0.050741
0.048436
0.052390
0.053048
0.051088
0.051270
0.052177
0.043165
0.035558
0.053762
0.051656
0.054964
0.044846
0.036684
0.047547
0.051913
0.046831
0.038071
0.049479
0.060946
0.053441
0.053844
0.046048
0.052538
0.039188
0.032541
0.045416
0.056049
0.054316
0.061844
0.045113
0.033836
0.041100
0.051533
0.051226
0.051121
0.056267
0.048929
0.044852
0.053020
0.053779
0.051413
0.041661
0.046952
0.037594
0.046296
0.048763
0.059706
0.052980
0.043890
0.055903
0.051345
0.044227
0.037062
0.065299
0.059519
0.037474
0.046852
0.047461
0.034091
0.055742
0.036921
0.055161
0.041903
0.068081
0.055028
0.037618
0.041006
0.040027
0.038797
0.051603
0.042064
0.043606
0.046558
0.045140
0.044937
0.052272
0.053331
0.040961
0.055148
0.046233
0.043131
0.037319
0.046215
0.042716
0.035812
0.062749
0.041348
0.054739
0.047607
0.064604
0.052159
0.046779
0.054825
0.058624
0.047390
0.052629
0.048756
0.043031
0.041753
0.040216
0.045102
0.045877
0.046942
0.050319
0.034176
0.032979
0.049209
0.042382
0.043725
0.049707
0.038294
0.048032
0.044217
0.059726
0.039358
0.062972
0.040287
0.043526
0.044865
0.049093
0.035190
0.047283
0.047810
0.040528
0.052378
0.039788
0.049317
0.049615
0.044035
0.038752
0.051595
0.050721
0.045925
0.049802
0.043589
0.050548
0.049077
0.041513
0.047795
0.055389
0.045702
0.051234
0.060113
0.048387
0.046110
0.047083
0.035665
0.040486
0.045005
0.050955
0.057917
0.041522
0.046068
0.049615
0.038409
0.042331
0.038255
0.044677
0.051895
0.045820
0.058169
0.054379
0.047516
0.052640
0.049938
0.053699
0.041413
0.032965
0.045609
0.037906
0.052888
0.059009
0.045426
0.050563
0.054086
0.049730
0.041987
0.045664
0.050717
0.046537
0.039089
0.051271
0.052229
0.042158
0.053198
0.044745
0.045336
0.038332
0.046370
0.046936
0.047979
0.057860
0.032778
0.047048
0.048158
0.057344
0.052507
0.050960
0.043866
0.048768
0.043861
0.045517
0.055473
0.043144
0.033689
0.037092
0.051720
0.044217
0.042394
0.053109
0.052442
0.053920
0.053046
0.036232
0.035659
0.051196
0.036781
0.039581
0.059316
0.042234
0.049248
0.049775
0.058895
0.040293
0.043868
0.045041
0.053033
0.043093
0.049440
0.054425
0.041901
0.047371
0.063428
